,Unnamed: 0,ISO3,Area,AREA_CONT,Element,Year,Unit,Value,TOTAL,CONS_AGUA_LITROS_DIA,EQUIVALENCIA L/M3,LITROS_TOTAL_POBLACION,M3,M3_YEAR,COBERTURA DE AGUA,PERSONAS_AGUA,BASE
469,469,DJI,Djibouti,Sub-Saharan Africa,Total Population,2040,1000,1216.929,1216929,47,1000,57195663.0,57195.663,20876417.0,0.3,,973560.0
470,470,DJI,Djibouti,Sub-Saharan Africa,Total Population,2041,1000,1225.673,1225673,47,1000,57606631.0,57606.631,21026420.32,0.3,,973560.0
471,471,DJI,Djibouti,Sub-Saharan Africa,Total Population,2042,1000,1234.215,1234215,47,1000,58008105.0,58008.105,21172958.33,0.3,,973560.0
472,472,DJI,Djibouti,Sub-Saharan Africa,Total Population,2043,1000,1242.56,1242560,47,1000,58400320.0,58400.32,21316116.8,0.3,,973560.0
473,473,DJI,Djibouti,Sub-Saharan Africa,Total Population,2044,1000,1250.712,1250712,47,1000,58783464.0,58783.464,21455964.36,0.3,,973560.0
474,474,DJI,Djibouti,Sub-Saharan Africa,Total Population,2045,1000,1258.679,1258679,47,1000,59157913.0,59157.913,21592638.25,0.3,,973560.0
475,475,DJI,Djibouti,Sub-Saharan Africa,Total Population,2046,1000,1266.469,1266469,47,1000,59524043.0,59524.043,21726275.7,0.3,,973560.0
476,476,DJI,Djibouti,Sub-Saharan Africa,Total Population,2047,1000,1274.056,1274056,47,1000,59880632.0,59880.632,21856430.68,0.3,,973560.0
477,477,DJI,Djibouti,Sub-Saharan Africa,Total Population,2048,1000,1281.422,1281422,47,1000,60226834.0,60226.834,21982794.41,0.3,,973560.0
478,478,DJI,Djibouti,Sub-Saharan Africa,Total Population,2049,1000,1288.533,1288533,47,1000,60561051.0,60561.051,22104783.62,0.3,,973560.0
479,479,DJI,Djibouti,Sub-Saharan Africa,Total Population,2050,1000,1295.373,1295373,47,1000,60882531.0,60882.531,22222123.82,0.3,,973560.0
480,480,EGY,Egypt,North of Africa,Total Population,2019,1000,100388.073,100388073,47,1000,4718239431.0,4718239.431,1722157392.0,0.3,,100388073.0
481,481,EGY,Egypt,North of Africa,Total Population,2020,1000,102334.404,102334404,47,1000,4809716988.0,4809716.988,1755546701.0,0.3,,100388073.0
482,482,EGY,Egypt,North of Africa,Total Population,2021,1000,104258.327,104258327,47,1000,4900141369.0,4900141.369,1788551600.0,0.3,,100388073.0
483,483,EGY,Egypt,North of Africa,Total Population,2022,1000,106156.692,106156692,47,1000,4989364524.0,4989364.524,1821118051.0,0.3,,100388073.0
484,484,EGY,Egypt,North of Africa,Total Population,2023,1000,108031.548,108031548,47,1000,5077482756.0,5077482.756,1853281206.0,0.3,,100388073.0
485,485,EGY,Egypt,North of Africa,Total Population,2024,1000,109887.155,109887155,47,1000,5164696285.0,5164696.285,1885114144.0,0.3,,100388073.0
486,486,EGY,Egypt,North of Africa,Total Population,2025,1000,111727.822,111727822,47,1000,5251207634.0,5251207.634,1916690786.0,0.3,,100388073.0
487,487,EGY,Egypt,North of Africa,Total Population,2026,1000,113553.583,113553583,47,1000,5337018401.0,5337018.401,1948011716.0,0.3,,100388073.0
488,488,EGY,Egypt,North of Africa,Total Population,2027,1000,115366.626,115366626,47,1000,5422231422.0,5422231.422,1979114469.0,0.3,,100388073.0
489,489,EGY,Egypt,North of Africa,Total Population,2028,1000,117176.388,117176388,47,1000,5507290236.0,5507290.236,2010160936.0,0.3,,100388073.0
490,490,EGY,Egypt,North of Africa,Total Population,2029,1000,118994.944,118994944,47,1000,5592762368.0,5592762.368,2041358264.0,0.3,,100388073.0
491,491,EGY,Egypt,North of Africa,Total Population,2030,1000,120831.557,120831557,47,1000,5679083179.0,5679083.179,2072865360.0,0.3,,100388073.0
492,492,EGY,Egypt,North of Africa,Total Population,2031,1000,122689.205,122689205,47,1000,5766392635.0,5766392.635,2104733312.0,0.3,,100388073.0
493,493,EGY,Egypt,North of Africa,Total Population,2032,1000,124567.651,124567651,47,1000,5854679597.0,5854679.597,2136958053.0,0.3,,100388073.0
494,494,EGY,Egypt,North of Africa,Total Population,2033,1000,126468.618,126468618,47,1000,5944025046.0,5944025.046,2169569142.0,0.3,,100388073.0
495,495,EGY,Egypt,North of Africa,Total Population,2034,1000,128392.916,128392916,47,1000,6034467052.0,6034467.052,2202580474.0,0.3,,100388073.0
496,496,EGY,Egypt,North of Africa,Total Population,2035,1000,130340.364,130340364,47,1000,6125997108.0,6125997.108,2235988944.0,0.3,,100388073.0
497,497,EGY,Egypt,North of Africa,Total Population,2036,1000,132311.73,132311730,47,1000,6218651310.0,6218651.31,2269807728.0,0.3,,100388073.0
498,498,EGY,Egypt,North of Africa,Total Population,2037,1000,134305.287,134305287,47,1000,6312348489.0,6312348.489,2304007198.0,0.3,,100388073.0
499,499,EGY,Egypt,North of Africa,Total Population,2038,1000,136314.902,136314902,47,1000,6406800394.0,6406800.394,2338482144.0,0.3,,100388073.0
500,500,EGY,Egypt,North of Africa,Total Population,2039,1000,138332.239,138332239,47,1000,6501615233.0,6501615.233,2373089560.0,0.3,,100388073.0
501,501,EGY,Egypt,North of Africa,Total Population,2040,1000,140350.381,140350381,47,1000,6596467907.0,6596467.907,2407710786.0,0.3,,100388073.0
502,502,EGY,Egypt,North of Africa,Total Population,2041,1000,142366.342,142366342,47,1000,6691218074.0,6691218.074,2442294597.0,0.3,,100388073.0
503,503,EGY,Egypt,North of Africa,Total Population,2042,1000,144378.612,144378612,47,1000,6785794764.0,6785794.764,2476815089.0,0.3,,100388073.0
504,504,EGY,Egypt,North of Africa,Total Population,2043,1000,146383.314,146383314,47,1000,6880015758.0,6880015.758,2511205752.0,0.3,,100388073.0
505,505,EGY,Egypt,North of Africa,Total Population,2044,1000,148376.569,148376569,47,1000,6973698743.0,6973698.743,2545400041.0,0.3,,100388073.0
506,506,EGY,Egypt,North of Africa,Total Population,2045,1000,150355.053,150355053,47,1000,7066687491.0,7066687.491,2579340934.0,0.3,,100388073.0
507,507,EGY,Egypt,North of Africa,Total Population,2046,1000,152316.497,152316497,47,1000,7158875359.0,7158875.359,2612989506.0,0.3,,100388073.0
508,508,EGY,Egypt,North of Africa,Total Population,2047,1000,154259.169,154259169,47,1000,7250180943.0,7250180.943,2646316044.0,0.3,,100388073.0
509,509,EGY,Egypt,North of Africa,Total Population,2048,1000,156181.126,156181126,47,1000,7340512922.0,7340512.922,2679287217.0,0.3,,100388073.0
510,510,EGY,Egypt,North of Africa,Total Population,2049,1000,158080.717,158080717,47,1000,7429793699.0,7429793.699,2711874700.0,0.3,,100388073.0
511,511,EGY,Egypt,North of Africa,Total Population,2050,1000,159956.808,159956808,47,1000,7517969976.0,7517969.976,2744059041.0,0.3,,100388073.0
512,512,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2019,1000,1355.986,1355986,47,1000,63731342.0,63731.342,23261939.83,0.3,,1355986.0
513,513,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2020,1000,1402.985,1402985,47,1000,65940295.0,65940.295,24068207.68,0.3,,1355986.0
514,514,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2021,1000,1449.896,1449896,47,1000,68145112.0,68145.112,24872965.88,0.3,,1355986.0
515,515,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2022,1000,1496.662,1496662,47,1000,70343114.0,70343.114,25675236.61,0.3,,1355986.0
516,516,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2023,1000,1543.391,1543391,47,1000,72539377.0,72539.377,26476872.61,0.3,,1355986.0
517,517,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2024,1000,1590.208,1590208,47,1000,74739776.0,74739.776,27280018.24,0.3,,1355986.0
518,518,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2025,1000,1637.212,1637212,47,1000,76948964.0,76948.964,28086371.86,0.3,,1355986.0
519,519,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2026,1000,1684.452,1684452,47,1000,79169244.0,79169.244,28896774.06,0.3,,1355986.0
520,520,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2027,1000,1731.865,1731865,47,1000,81397655.0,81397.655,29710144.08,0.3,,1355986.0
521,521,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2028,1000,1779.313,1779313,47,1000,83627711.0,83627.711,30524114.52,0.3,,1355986.0
522,522,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2029,1000,1826.578,1826578,47,1000,85849166.0,85849.166,31334945.59,0.3,,1355986.0
523,523,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2030,1000,1873.549,1873549,47,1000,88056803.0,88056.803,32140733.1,0.3,,1355986.0
524,524,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2031,1000,1920.14,1920140,47,1000,90246580.0,90246.58,32940001.7,0.3,,1355986.0
525,525,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2032,1000,1966.437,1966437,47,1000,92422539.0,92422.539,33734226.74,0.3,,1355986.0
526,526,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2033,1000,2012.65,2012650,47,1000,94594550.0,94594.55,34527010.75,0.3,,1355986.0
527,527,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2034,1000,2059.088,2059088,47,1000,96777136.0,96777.136,35323654.64,0.3,,1355986.0
528,528,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2035,1000,2105.966,2105966,47,1000,98980402.0,98980.402,36127846.73,0.3,,1355986.0
529,529,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2036,1000,2153.343,2153343,47,1000,101207121.0,101207.121,36940599.17,0.3,,1355986.0
530,530,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2037,1000,2201.145,2201145,47,1000,103453815.0,103453.815,37760642.48,0.3,,1355986.0
531,531,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2038,1000,2249.246,2249246,47,1000,105714562.0,105714.562,38585815.13,0.3,,1355986.0
532,532,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2039,1000,2297.463,2297463,47,1000,107980761.0,107980.761,39412977.77,0.3,,1355986.0
533,533,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2040,1000,2345.656,2345656,47,1000,110245832.0,110245.832,40239728.68,0.3,,1355986.0
534,534,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2041,1000,2393.778,2393778,47,1000,112507566.0,112507.566,41065261.59,0.3,,1355986.0
535,535,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2042,1000,2441.859,2441859,47,1000,114767373.0,114767.373,41890091.15,0.3,,1355986.0
536,536,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2043,1000,2489.852,2489852,47,1000,117023044.0,117023.044,42713411.06,0.3,,1355986.0
537,537,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2044,1000,2537.705,2537705,47,1000,119272135.0,119272.135,43534329.28,0.3,,1355986.0
538,538,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2045,1000,2585.388,2585388,47,1000,121513236.0,121513.236,44352331.14,0.3,,1355986.0
539,539,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2046,1000,2632.864,2632864,47,1000,123744608.0,123744.608,45166781.92,0.3,,1355986.0
540,540,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2047,1000,2680.118,2680118,47,1000,125965546.0,125965.546,45977424.29,0.3,,1355986.0
541,541,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2048,1000,2727.181,2727181,47,1000,128177507.0,128177.507,46784790.06,0.3,,1355986.0
542,542,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2049,1000,2774.105,2774105,47,1000,130382935.0,130382.935,47589771.28,0.3,,1355986.0
543,543,GNQ,Equatorial Guinea,Sub-Saharan Africa,Total Population,2050,1000,2820.925,2820925,47,1000,132583475.0,132583.475,48392968.38,0.3,,1355986.0
544,544,ERI,Eritrea,Sub-Saharan Africa,Total Population,2019,1000,3497.117,3497117,47,1000,164364499.0,164364.499,59993042.14,0.3,,3497117.0
545,545,ERI,Eritrea,Sub-Saharan Africa,Total Population,2020,1000,3546.421,3546421,47,1000,166681787.0,166681.787,60838852.26,0.3,,3497117.0
546,546,ERI,Eritrea,Sub-Saharan Africa,Total Population,2021,1000,3601.467,3601467,47,1000,169268949.0,169268.949,61783166.39,0.3,,3497117.0
547,547,ERI,Eritrea,Sub-Saharan Africa,Total Population,2022,1000,3662.244,3662244,47,1000,172125468.0,172125.468,62825795.82,0.3,,3497117.0
548,548,ERI,Eritrea,Sub-Saharan Africa,Total Population,2023,1000,3727.66,3727660,47,1000,175200020.0,175200.02,63948007.3,0.3,,3497117.0
549,549,ERI,Eritrea,Sub-Saharan Africa,Total Population,2024,1000,3795.986,3795986,47,1000,178411342.0,178411.342,65120139.83,0.3,,3497117.0
550,550,ERI,Eritrea,Sub-Saharan Africa,Total Population,2025,1000,3865.963,3865963,47,1000,181700261.0,181700.261,66320595.27,0.3,,3497117.0
551,551,ERI,Eritrea,Sub-Saharan Africa,Total Population,2026,1000,3937.197,3937197,47,1000,185048259.0,185048.259,67542614.54,0.3,,3497117.0
552,552,ERI,Eritrea,Sub-Saharan Africa,Total Population,2027,1000,4009.959,4009959,47,1000,188468073.0,188468.073,68790846.65,0.3,,3497117.0
553,553,ERI,Eritrea,Sub-Saharan Africa,Total Population,2028,1000,4084.476,4084476,47,1000,191970372.0,191970.372,70069185.78,0.3,,3497117.0
554,554,ERI,Eritrea,Sub-Saharan Africa,Total Population,2029,1000,4161.141,4161141,47,1000,195573627.0,195573.627,71384373.86,0.3,,3497117.0
555,555,ERI,Eritrea,Sub-Saharan Africa,Total Population,2030,1000,4240.213,4240213,47,1000,199290011.0,199290.011,72740854.02,0.3,,3497117.0
556,556,ERI,Eritrea,Sub-Saharan Africa,Total Population,2031,1000,4321.622,4321622,47,1000,203116234.0,203116.234,74137425.41,0.3,,3497117.0
557,557,ERI,Eritrea,Sub-Saharan Africa,Total Population,2032,1000,4405.037,4405037,47,1000,207036739.0,207036.739,75568409.74,0.3,,3497117.0
558,558,ERI,Eritrea,Sub-Saharan Africa,Total Population,2033,1000,4490.187,4490187,47,1000,211038789.0,211038.789,77029157.99,0.3,,3497117.0
559,559,ERI,Eritrea,Sub-Saharan Africa,Total Population,2034,1000,4576.722,4576722,47,1000,215105934.0,215105.934,78513665.91,0.3,,3497117.0
560,560,ERI,Eritrea,Sub-Saharan Africa,Total Population,2035,1000,4664.362,4664362,47,1000,219225014.0,219225.014,80017130.11,0.3,,3497117.0
561,561,ERI,Eritrea,Sub-Saharan Africa,Total Population,2036,1000,4752.923,4752923,47,1000,223387381.0,223387.381,81536394.07,0.3,,3497117.0
562,562,ERI,Eritrea,Sub-Saharan Africa,Total Population,2037,1000,4842.28,4842280,47,1000,227587160.0,227587.16,83069313.4,0.3,,3497117.0
563,563,ERI,Eritrea,Sub-Saharan Africa,Total Population,2038,1000,4932.282,4932282,47,1000,231817254.0,231817.254,84613297.71,0.3,,3497117.0
564,564,ERI,Eritrea,Sub-Saharan Africa,Total Population,2039,1000,5022.762,5022762,47,1000,236069814.0,236069.814,86165482.11,0.3,,3497117.0
565,565,ERI,Eritrea,Sub-Saharan Africa,Total Population,2040,1000,5113.555,5113555,47,1000,240337085.0,240337.085,87723036.03,0.3,,3497117.0
566,566,ERI,Eritrea,Sub-Saharan Africa,Total Population,2041,1000,5204.554,5204554,47,1000,244614038.0,244614.038,89284123.87,0.3,,3497117.0
567,567,ERI,Eritrea,Sub-Saharan Africa,Total Population,2042,1000,5295.584,5295584,47,1000,248892448.0,248892.448,90845743.52,0.3,,3497117.0
568,568,ERI,Eritrea,Sub-Saharan Africa,Total Population,2043,1000,5386.45,5386450,47,1000,253163150.0,253163.15,92404549.75,0.3,,3497117.0
569,569,ERI,Eritrea,Sub-Saharan Africa,Total Population,2044,1000,5476.923,5476923,47,1000,257415381.0,257415.381,93956614.07,0.3,,3497117.0
570,570,ERI,Eritrea,Sub-Saharan Africa,Total Population,2045,1000,5566.811,5566811,47,1000,261640117.0,261640.117,95498642.71,0.3,,3497117.0
571,571,ERI,Eritrea,Sub-Saharan Africa,Total Population,2046,1000,5656.007,5656007,47,1000,265832329.0,265832.329,97028800.09,0.3,,3497117.0
572,572,ERI,Eritrea,Sub-Saharan Africa,Total Population,2047,1000,5744.462,5744462,47,1000,269989714.0,269989.714,98546245.61,0.3,,3497117.0
573,573,ERI,Eritrea,Sub-Saharan Africa,Total Population,2048,1000,5832.185,5832185,47,1000,274112695.0,274112.695,100051133.7,0.3,,3497117.0
574,574,ERI,Eritrea,Sub-Saharan Africa,Total Population,2049,1000,5919.181,5919181,47,1000,278201507.0,278201.507,101543550.1,0.3,,3497117.0
575,575,ERI,Eritrea,Sub-Saharan Africa,Total Population,2050,1000,6005.49,6005490,47,1000,282258030.0,282258.03,103024181.0,0.3,,3497117.0
576,576,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2019,1000,1148.13,1148130,47,1000,53962110.0,53962.11,19696170.15,0.3,,1148130.0
577,577,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2020,1000,1160.164,1160164,47,1000,54527708.0,54527.708,19902613.42,0.3,,1148130.0
578,578,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2021,1000,1172.362,1172362,47,1000,55101014.0,55101.014,20111870.11,0.3,,1148130.0
579,579,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2022,1000,1184.817,1184817,47,1000,55686399.0,55686.399,20325535.64,0.3,,1148130.0
580,580,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2023,1000,1197.507,1197507,47,1000,56282829.0,56282.829,20543232.59,0.3,,1148130.0
581,581,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2024,1000,1210.453,1210453,47,1000,56891291.0,56891.291,20765321.22,0.3,,1148130.0
582,582,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2025,1000,1223.693,1223693,47,1000,57513571.0,57513.571,20992453.42,0.3,,1148130.0
583,583,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2026,1000,1237.128,1237128,47,1000,58145016.0,58145.016,21222930.84,0.3,,1148130.0
584,584,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2027,1000,1250.837,1250837,47,1000,58789339.0,58789.339,21458108.74,0.3,,1148130.0
585,585,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2028,1000,1265.209,1265209,47,1000,59464823.0,59464.823,21704660.4,0.3,,1148130.0
586,586,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2029,1000,1280.769,1280769,47,1000,60196143.0,60196.143,21971592.2,0.3,,1148130.0
587,587,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2030,1000,1297.835,1297835,47,1000,60998245.0,60998.245,22264359.43,0.3,,1148130.0
588,588,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2031,1000,1316.592,1316592,47,1000,61879824.0,61879.824,22586135.76,0.3,,1148130.0
589,589,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2032,1000,1336.815,1336815,47,1000,62830305.0,62830.305,22933061.33,0.3,,1148130.0
590,590,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2033,1000,1358.087,1358087,47,1000,63830089.0,63830.089,23297982.49,0.3,,1148130.0
591,591,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2034,1000,1379.78,1379780,47,1000,64849660.0,64849.66,23670125.9,0.3,,1148130.0
592,592,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2035,1000,1401.422,1401422,47,1000,65866834.0,65866.834,24041394.41,0.3,,1148130.0
593,593,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2036,1000,1422.857,1422857,47,1000,66874279.0,66874.279,24409111.84,0.3,,1148130.0
594,594,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2037,1000,1444.135,1444135,47,1000,67874345.0,67874.345,24774135.93,0.3,,1148130.0
595,595,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2038,1000,1465.269,1465269,47,1000,68867643.0,68867.643,25136689.7,0.3,,1148130.0
596,596,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2039,1000,1486.331,1486331,47,1000,69857557.0,69857.557,25498008.31,0.3,,1148130.0
597,597,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2040,1000,1507.371,1507371,47,1000,70846437.0,70846.437,25858949.51,0.3,,1148130.0
598,598,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2041,1000,1528.34,1528340,47,1000,71831980.0,71831.98,26218672.7,0.3,,1148130.0
599,599,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2042,1000,1549.143,1549143,47,1000,72809721.0,72809.721,26575548.17,0.3,,1148130.0
600,600,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2043,1000,1569.726,1569726,47,1000,73777122.0,73777.122,26928649.53,0.3,,1148130.0
601,601,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2044,1000,1590.041,1590041,47,1000,74731927.0,74731.927,27277153.36,0.3,,1148130.0
602,602,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2045,1000,1610.022,1610022,47,1000,75671034.0,75671.034,27619927.41,0.3,,1148130.0
603,603,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2046,1000,1629.651,1629651,47,1000,76593597.0,76593.597,27956662.91,0.3,,1148130.0
604,604,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2047,1000,1648.909,1648909,47,1000,77498723.0,77498.723,28287033.9,0.3,,1148130.0
605,605,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2048,1000,1667.801,1667801,47,1000,78386647.0,78386.647,28611126.16,0.3,,1148130.0
606,606,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2049,1000,1686.299,1686299,47,1000,79256053.0,79256.053,28928459.35,0.3,,1148130.0
607,607,SWZ,Eswatini,Sub-Saharan Africa,Total Population,2050,1000,1704.428,1704428,47,1000,80108116.0,80108.116,29239462.34,0.3,,1148130.0
608,608,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2019,1000,112078.73,112078730,47,1000,5267700310.0,5267700.31,1922710613.0,0.3,,112078730.0
609,609,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2020,1000,114963.588,114963588,47,1000,5403288636.0,5403288.636,1972200352.0,0.3,,112078730.0
610,610,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2021,1000,117876.227,117876227,47,1000,5540182669.0,5540182.669,2022166674.0,0.3,,112078730.0
611,611,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2022,1000,120812.698,120812698,47,1000,5678196806.0,5678196.806,2072541834.0,0.3,,112078730.0
612,612,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2023,1000,123771.39,123771390,47,1000,5817255330.0,5817255.33,2123298195.0,0.3,,112078730.0
613,613,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2024,1000,126750.872,126750872,47,1000,5957290984.0,5957290.984,2174411209.0,0.3,,112078730.0
614,614,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2025,1000,129749.455,129749455,47,1000,6098224385.0,6098224.385,2225851901.0,0.3,,112078730.0
615,615,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2026,1000,132765.527,132765527,47,1000,6239979769.0,6239979.769,2277592616.0,0.3,,112078730.0
616,616,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2027,1000,135796.649,135796649,47,1000,6382442503.0,6382442.503,2329591514.0,0.3,,112078730.0
617,617,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2028,1000,138839.365,138839365,47,1000,6525450155.0,6525450.155,2381789307.0,0.3,,112078730.0
618,618,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2029,1000,141889.684,141889684,47,1000,6668815148.0,6668815.148,2434117529.0,0.3,,112078730.0
619,619,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2030,1000,144944.299,144944299,47,1000,6812382053.0,6812382.053,2486519449.0,0.3,,112078730.0
620,620,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2031,1000,148001.186,148001186,47,1000,6956055742.0,6956055.742,2538960346.0,0.3,,112078730.0
621,621,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2032,1000,151059.25,151059250,47,1000,7099784750.0,7099784.75,2591421434.0,0.3,,112078730.0
622,622,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2033,1000,154117.381,154117381,47,1000,7243516907.0,7243516.907,2643883671.0,0.3,,112078730.0
623,623,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2034,1000,157174.824,157174824,47,1000,7387216728.0,7387216.728,2696334106.0,0.3,,112078730.0
624,624,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2035,1000,160230.922,160230922,47,1000,7530853334.0,7530853.334,2748761467.0,0.3,,112078730.0
625,625,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2036,1000,163283.948,163283948,47,1000,7674345556.0,7674345.556,2801136128.0,0.3,,112078730.0
626,626,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2037,1000,166332.878,166332878,47,1000,7817645266.0,7817645.266,2853440522.0,0.3,,112078730.0
627,627,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2038,1000,169378.596,169378596,47,1000,7960794012.0,7960794.012,2905689814.0,0.3,,112078730.0
628,628,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2039,1000,172422.732,172422732,47,1000,8103868404.0,8103868.404,2957911967.0,0.3,,112078730.0
629,629,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2040,1000,175465.979,175465979,47,1000,8246901013.0,8246901.013,3010118870.0,0.3,,112078730.0
630,630,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2041,1000,178507.807,178507807,47,1000,8389866929.0,8389866.929,3062301429.0,0.3,,112078730.0
631,631,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2042,1000,181546.162,181546162,47,1000,8532669614.0,8532669.614,3114424409.0,0.3,,112078730.0
632,632,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2043,1000,184578.312,184578312,47,1000,8675180664.0,8675180.664,3166440942.0,0.3,,112078730.0
633,633,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2044,1000,187600.772,187600772,47,1000,8817236284.0,8817236.284,3218291244.0,0.3,,112078730.0
634,634,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2045,1000,190610.533,190610533,47,1000,8958695051.0,8958695.051,3269923694.0,0.3,,112078730.0
635,635,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2046,1000,193605.493,193605493,47,1000,9099458171.0,9099458.171,3321302232.0,0.3,,112078730.0
636,636,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2047,1000,196584.36,196584360,47,1000,9239464920.0,9239464.92,3372404696.0,0.3,,112078730.0
637,637,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2048,1000,199545.702,199545702,47,1000,9378647994.0,9378647.994,3423206518.0,0.3,,112078730.0
638,638,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2049,1000,202488.312,202488312,47,1000,9516950664.0,9516950.664,3473686992.0,0.3,,112078730.0
639,639,ETH,Ethiopia,Sub-Saharan Africa,Total Population,2050,1000,205410.675,205410675,47,1000,9654301725.0,9654301.725,3523820130.0,0.3,,112078730.0
640,640,GAB,Gabon,Sub-Saharan Africa,Total Population,2019,1000,2172.579,2172579,47,1000,102111213.0,102111.213,37270592.75,0.3,,2172579.0
641,641,GAB,Gabon,Sub-Saharan Africa,Total Population,2020,1000,2225.734,2225734,47,1000,104609498.0,104609.498,38182466.77,0.3,,2172579.0
